cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
tzfwrj1i,,WHO,"It Is Me, Chatbot: Working to Address the COVID-19 Outbreak-Related Mental Health Issues in China. User Experience, Satisfaction, and Influencing Factors",10.1080/10447318.2021.1988236,,,unk,"The global spread of COVID-19 has caused a huge number of confirmed cases and deaths, which in return leads to a plethora of mental disorders across the world. In order to address citizens’ psychological problems, government agencies in many countries have employed AI-based chatbots to provide mental health services. However, there is a limited understanding of the determinants affecting citizens’ user experience and user satisfaction when mental health services supported by chatbots are provided. Thus, based on the Theory of Consumption Values (TCV), this study proposes an analytical framework to investigate the factors that are important to citizens’ user experience and user satisfaction when they interact with mental health chatbots. Analysis of data collected from 295 chatbot users in Wuhan and Chongqing reveals that personalization, enjoyment, learning, and condition are positively related to user experience and user satisfaction. However, voice interaction fails to devote to citizens’ user experience and user satisfaction. Thus, government agencies and their AI service contractors should enhance the functions and systems of mental health chatbots to ensure citizens’ user experience and user satisfaction. Also, they should more positively promote the use of mental health chatbots during the public health emergency. [ABSTRACT FROM AUTHOR] Copyright of International Journal of Human-Computer Interaction is the property of Taylor & Francis Ltd and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)",2021,"Zhu, Yonghan Janssen Marijn Wang Rui Liu Yang",International Journal of Human-Computer Interaction,,#covidwho-1500899,,,,https://doi.org/10.1080/10447318.2021.1988236,242030831.0
2bl1l0wk,,WHO,Perils of Precipitate Publication: Fraudulent and Substandard COVID-19 Research,,,,unk,"The COVID-19 pandemic has created an environment highly conducive to substandard and fraudulent research. The incentives and temptations for the unethical are substantial. The articles published during 2020 in The Lancet and the New England Journal of Medicine that were based on spurious datasets, allegedly hosted by a cloud-based health care analytics platform, are deeply confronting for research integrity. They illustrate the perils of precipitate publication, inadequate peer-reviewing and co-authorship without proper assumption of responsibility. A period of crisis such as that in existence during the COVID-19 pandemic calls for high-quality research that is robustly evaluated. It is not a time for panic to propel premature publication or for relaxation in scholarly standards. Any other approach will replicate errors of the past and result in illusory research breakthroughs to global detriment.",2020,"Freckelton, Ian",J Law Med,,#743517,,,,,221478609.0
7bjgj0df,,Medline,Bioinformatics tools for analysing viral genomic data.,10.20506/rst.35.1.2432,,27217183,unk,"The field of viral genomics and bioinformatics is experiencing a strong resurgence due to high-throughput sequencing (HTS) technology, which enables the rapid and cost-effective sequencing and subsequent assembly of large numbers of viral genomes. In addition, the unprecedented power of HTS technologies has enabled the analysis of intra-host viral diversity and quasispecies dynamics in relation to important biological questions on viral transmission, vaccine resistance and host jumping. HTS also enables the rapid identification of both known and potentially new viruses from field and clinical samples, thus adding new tools to the fields of viral discovery and metagenomics. Bioinformatics has been central to the rise of HTS applications because new algorithms and software tools are continually needed to process and analyse the large, complex datasets generated in this rapidly evolving area. In this paper, the authors give a brief overview of the main bioinformatics tools available for viral genomic research, with a particular emphasis on HTS technologies and their main applications. They summarise the major steps in various HTS analyses, starting with quality control of raw reads and encompassing activities ranging from consensus and de novo genome assembly to variant calling and metagenomics, as well as RNA sequencing.",2016,"Orton, R J; Gu, Q; Hughes, J; Maabar, M; Modha, S; Vattipally, S B; Wilkie, G S; Davison, A J",Revue scientifique et technique,,,,,,https://doi.org/10.20506/rst.35.1.2432; https://www.ncbi.nlm.nih.gov/pubmed/27217183/,30503691.0
8o33fmp6,,WHO,A rationale to prioritise vaccination of HSCT patients against COVID-19,,,,unk,,2021,"Leclerc, Mathieu; Maury, Sébastien",Lancet Haematol,,#1036094,,,,,231653957.0
yfpfhhnt,,WHO,[Post-Normal Pandemics: why CoViD-19 requires a new approach to science.],,,,unk,"In addressing pandemics, science has never seemed more needed and useful, while at the same time limited and powerless The existing contract between science and society is falling apart A new covenant is urgently needed to navigate the days ahead",2020,"Waltner-Toews, David; Biggeri, Annibale; De Marchi, Bruna; Funtowicz, Silvio; Giampietro, Mario; O039,; Connor, Martin; Ravetz, Jerome R.; Saltelli, Andrea; van der Sluijs, Jeroen P.",Recenti Prog Med,,#110231,,,,,216073816.0
gvxsibvq,81e729b97977ac218ae3bf5e0a8d30faf5e14005,Elsevier; Medline; PMC; WHO,Analyzing COVID-19 vaccine efficacy in vulnerable communities: efforts Beyond Addressing vaccine inequity,10.1016/j.cmi.2022.04.012,PMC9072754,35526690.0,els-covid,,2022-05-06,"Sendi, Parham; Tande, Aaron J.",Clin Microbiol Infect,,,,document_parses/pdf_json/81e729b97977ac218ae3bf5e0a8d30faf5e14005.json,,https://doi.org/10.1016/j.cmi.2022.04.012; https://www.sciencedirect.com/science/article/pii/S1198743X22002208?v=s5; https://api.elsevier.com/content/article/pii/S1198743X22002208; https://www.ncbi.nlm.nih.gov/pubmed/35526690/,248545594.0
7rr7xoea,,WHO,What is creativity?,,,,unk,,2020,"Milne, Jeanette",Br J Nurs,,#1232699,,,,,220061765.0
wty5cyqb,0c97dc8404dc5fd0e7e2ab1b3a2db4e235776b21,BioRxiv,Diversity of vaccination-induced immune responses can prevent the spread of vaccine escape mutants,10.1101/2021.04.14.439790,,,biorxiv,"Pathogens that are resistant against drug treatment are widely observed. In contrast, pathogens that escape the immune response elicited upon vaccination are rare. Previous studies showed that the prophylactic character of vaccines, the multiplicity of epitopes to which the immune system responds within a host, and their diversity between hosts delay the evolution and emergence of escape mutants in a vaccinated population. By extending previous mathematical models, we find that, depending on the cost of the escape mutations, there even exist critical levels of immune response diversity that completely prevent vaccine escape. Furthermore, to quantify the potential for vaccine escape below these critical levels, we propose a concept of escape depth which measures the fraction of escape mutants that can spread in a vaccinated population. Determining this escape depth for a vaccine could help to predict its sustainability in the face of pathogen evolution.",2021-04-14,"Bouman, Judith A; Capelli, Céline; Regoes, Roland R",bioRxiv,,,,document_parses/pdf_json/0c97dc8404dc5fd0e7e2ab1b3a2db4e235776b21.json,,https://doi.org/10.1101/2021.04.14.439790,233328965.0
cl4pshay,,Medline; WHO,Time taken by individuals with respiratory symptoms to present to primary care: a descriptive study of assessments at Australian General Practitioner-led respiratory clinics,10.33321/cdi.2022.46.20,,35469562.0,unk,"Effective control of coronavirus disease 2019 (COVID-19) has been challenging, in part due to significant asymptomatic and pre-symptomatic transmission of disease. Reducing the time between symptom onset and COVID-19 testing and isolation allows enhanced outbreak control. The purpose of this study is to describe the time taken by participants to present to general practitioner-led (GP) respiratory clinics for assessment following the development of symptoms, and to explore associations between demographic and geographic characteristics and the time to presentation. A total of 314,148 participants, who were assessed in GP respiratory clinics between 1 February and 31 August 2021, were included in the analysis. The median age of participants at presentation was 33 years (interquartile range, IQR: 15-49). The median time from development of symptoms to presentation for assessment at GP respiratory clinics was 2 days (IQR: 1-3). Participants were more likely to present within one day of symptom onset if they were aged between 15 and 64 years (43.4%), lived in urban areas (40.9%) or were non-Indigenous (40.2%). Participants in New South Wales and Victoria had twice the odds (OR 2.01; 95% confidence interval (CI): 1.95, 2.08) of presenting at a GP respiratory clinic within one day of symptom onset in August 2021, when there was a COVID-19 outbreak in those states, than they did in March 2021, when there was no COVID-19 outbreak in Australia. The number of days from symptom onset to presentation at a GP respiratory clinic was strongly associated with the presence of a COVID-19 outbreak. Participant age, location of the clinic, and Indigenous status of participants were also associated with the time to presentation. This study highlights the importance of recognising COVID-19 as a potential cause of symptoms, as well as the importance of providing easily accessible, and culturally appropriate, testing facilities for the population.",2022,"Mansell, Victoria E; Emeto, Theophilus I; Davis, Stephanie",Communicable diseases intelligence,,#covidwho-1812120,,,,https://www.ncbi.nlm.nih.gov/pubmed/35469562/; https://doi.org/10.33321/cdi.2022.46.20,248390654.0
fur8ka7l,,Medline,Portal thrombosis in a patient with SARS-CoV-2 infection.,10.17235/reed.2021.8099/2021,,34139856,unk,"The digestive manifestations of a SARS-CoV-2 infection are varied and nonspecific. The appearance of portal thrombosis in these patients is very rare. Facing a patient with a diagnosis of acute portal thrombosis, we must rule out that the trigger is an intra-abdominal infectious process. We present the case of a patient diagnosed with severe pneumonia due to SARS-CoV-2 infection with elevated D-Dimer and a concomitant diagnosis of portal thrombosis not attributed to other causes.",2021-06-18,"Ortiz López, David; Puente Fernández, Alicia; Ramos Gómez, Isabel; Godoy Díaz, Davinia",Revista espanola de enfermedades digestivas : organo oficial de la Sociedad Espanola de Patologia Digestiva,,,,,,https://doi.org/10.17235/reed.2021.8099/2021; https://www.ncbi.nlm.nih.gov/pubmed/34139856/,235470667.0
ccjw2ep2,,WHO,"The COVID-19 Pandemic and Planetary Health. A Critical Review of Epidemiology, Prevention, Clinical Characteristics and Treatments for Oral, Head and Neck Health Professionals. Do We Have a Roadmap?",,,,unk,"Introduction Coronavirus disease 19 (COVID-19) is potentially the greatest global public health crisis of this century This disease emerged as an outbreak of pneumonia of unknown cause in Wuhan, the capital city of the Hubei province in China, in December 2019 Otolaryngologists, head and neck surgeons and dentists are at an increased risk of occupational disease Objective The present review summarizes currently published evidence of Covid-19 epidemiology, clinical characteristics, treatment and prevention No proven effective treatments for this disease currently exist Data Synthesis COVID-19 started from a zoonotic transmission event associated with a large seafood market that also traded in live wild animals, and it soon became clear that efficient person-to-person transmission was also occurring Symptoms are varied, and not all patients develop all of them Conclusion Social distancing seems to have been successful in several places in the world However, this recommendation alone is not enough to contain the disease, and it is not a long-term solution Large-scale testing by health professionals of representative samples of the population may give an estimate of the progression of the disease Different treatments are under test and bring hope of a cure to the population However, no current treatments (April 27, 2020) have been proven to be the key to success in the treatment of patients with COVID-19 Planetary health is a useful concept to understand the current drivers of this pandemic and to draw a roadmap for science and healthcare that may guide actions to fight economic depression and ensure a healthy recovery",2020,"Jotz, Geraldo Pereira; Stein, Airton; Sirena, Sérgio Barros; Enrique, Baldisserotto; Julio, Figueiredo; José Antônio Poli de, Lavinsky; Joel, Steier; Liviu, Dora; Carlos,",International archives of otorhinolaryngology,,#695923,,,,,220936678.0
g3r37wy1,,WHO,Skin Manifestations During the COVID-19 Pandemic in the Pediatric Emergency Department,,,,unk,"BACKGROUND: The role of SARS-CoV-2 as the cause of chilblains in children remains a matter of debate, but important to elucidate for patient isolation and contact tracing. We sought to define the etiology, clinical presentation, time course and outcomes of children presenting to the Emergency Department (ED) with cutaneous manifestations shortly after the first pandemic peak of COVID-19 in Spain. METHODS: Prospective, observational study in children <15 years of age evaluated for skin lesions in the ED of three pediatric hospitals. Children underwent a comprehensive work-up including SARS-CoV-2 antibodies and PCR, and serology and PCR tests for other viruses and bacteria. A one-month follow-up visit was conducted. RESULTS: From April 14 through May 8, 2020 we enrolled 62 children. Of those 34 had acro-ischemic skin lesions and 28 a variety of skin rashes. Overall 40% of children had mild systemic symptoms. Children with chilblains were older, had pain more frequently and more prolonged duration of skin lesions, while those with non-specific rashes had fever more frequently. Lesions were resolved in 75% of children at follow-up. Five patients demonstrated SARS-CoV-2 antibodies, and none tested positive by PCR. Three additional patients tested positive by PCR for rhinovirus, M. pneumoniae and C. pneumoniae. CONCLUSIONS: The number of ED visits for chilblains, which are rare in pediatrics, was high soon after the first peak of COVID-19 in Spain. The disease course was self-limited, outcomes were favorable and the possibility of viral transmission was negligible as all patients tested negative for SARS-CoV-2 by PCR.",2020,"Oliva Rodríguez-Pastor, Silvia; Martín Pedraz, Laura; Carazo Gallego, Begoña; Galindo Zavala, Rocío; Lozano Sánchez, Gema; de Toro Pseinado, Inmaculada; Rodriguez Benjumea, Margarita; Mejias, Asuncion; Cuadros, Esmeralda Núñez",Pediatr. int,,#957869,,,,,227296552.0
tbn63qmr,7338d789573f5353a598c74270b7a0362df9603e,PMC,An octamer of enolase from Streptococcus suis,10.1007/s13238-012-2040-7,PMC4875344,23055041,gold-oa,"Enolase is a conserved cytoplasmic metalloenzyme existing universally in both eukaryotic and prokaryotic cells. The enzyme can also locate on the cell surface and bind to plasminogen, via which contributing to the mucosal surface localization of the bacterial pathogens and assisting the invasion into the host cells. The functions of the eukaryotic enzymes on the cell surface expression (including T cells, B cells, neutrophils, monocytoes, neuronal cells and epithelial cells) are not known. Streptococcus suis serotype 2 (S. suis 2, SS2) is an important zoonotic pathogen which has recently caused two large-scale outbreaks in southern China with severe streptococcal toxic shock syndrome (STSS) never seen before in human sufferers. We recently identified the SS2 enolase as an important protective antigen which could protect mice from fatal S.suis 2 infection. In this study, a 2.4-angstrom structure of the SS2 enolase is solved, revealing an octameric arrangement in the crystal. We further demonstrated that the enzyme exists exclusively as an octamer in solution via a sedimentation assay. These results indicate that the octamer is the biological unit of SS2 enolase at least in vitro and most likely in vivo as well. This is, to our knowledge, the first comprehensive characterization of the SS2 enolase octamer both structurally and biophysically, and the second octamer enolase structure in addition to that of Streptococcus pneumoniae. We also investigated the plasminogen binding property of the SS2 enzyme.",2012-10-01,"Lu, Qiong; Lu, Hao; Qi, Jianxun; Lu, Guangwen; Gao, George F.",Protein & Cell,,,,document_parses/pdf_json/7338d789573f5353a598c74270b7a0362df9603e.json,,https://link.springer.com/content/pdf/10.1007%2Fs13238-012-2040-7.pdf,
l48k8sve,,WHO,"Eye-gaze, inter-brain synchrony, and collaborative VR in conjunction with online counselling: A pilot study",10.1109/ismar-adjunct54149.2021.00021,,,unk,"Eye-gaze plays an essential role in interpersonal communication. Its role in face-to-face interactions and those in virtual environments (VE) has been extensively explored. However, the neural correlates of eye-gaze in inter-personal communication have not been explored exhaustively. The research detailed in this paper is an attempt to explore the neural correlates of eye gaze among two interacting individuals in a VE. The choice of using a VE has been motivated by the increasing frequency with which we use a desktop or Head Mounted Display (HMD) based VEs to interact with each other. The onset of the COVID-19 pandemic has accelerated the pace at which these technologies are being adopted for the purpose of remote collaboration. The pilot study described in this paper is an attempt to explore the effects of eye gaze on face-to-face interaction in a VE using the hyperscanning technique. This technique is used to measure neural activity and determine empirically whether the participants being measured display neural synchrony. Our results demonstrated that eye gaze directions appear to play a significant role in determining whether interacting individuals exhibit inter-brain synchrony. Results from this study can significantly benefit and contribute to positive outcomes for individuals with mental health disorders. We believe the techniques described here can be used to extend a high-quality mental health care to individuals irrespective of their geographical location.",2021,"Gumilar, I.; Barde, A.; Hayati, A. F.; Billinghurst, M.; Singh, S.; Soc, Ieee Comp",20th IEEE International Symposium on Mixed and Augmented Reality (ISMAR),,#covidwho-1746051,,,,https://doi.org/10.1109/ismar-adjunct54149.2021.00021,241599000.0
r4got3ku,,WHO,Réflexions autour de la fonction de psychologue pendant la crise Covid en Ehpad,,,,unk,"Résumé Lors de l’arrivée de la Covid en EHPAD, un contexte vraiment spécifique s’agence L’apparition d’une pathologie inconnue et redoutée dans un climat d’isolement en chambre ne peut que venir nourrir inquiétude et imaginaire chez les résidents Face à l’émergence de nouveaux besoins mais aussi à l’organisation institutionnelle modifiée, cette esquisse cherche à redéfinir un potentiel cadre fonctionnel pour la pratique du psychologue Après avoir défini les grandes caractéristiques de la fonction, à partir de notre expérience clinique, nous chercherons à dégager les invariants devant être conservés dans une situation telle Parmi quelques mécanismes, le renforcement des assises narcissiques, l’observation de certains comportements prenant le masque de la dépression ou encore la crise identitaire nous permettront de définir des objectifs Summary The arrival of Covid 19 in nursing homes gave rise to a very specific situation The appearance of an unknown and frightening pathology in a climate of isolation, with residents confined to their rooms, can only fuel concern and imagination among residents In the light of the emergence of new needs, and also of upheavals in institutional organization, the aim of this study was to define a functional framework for the psychologist On the basis of clinical experience, after having defined the main characteristics of the psychologist’s role, we identify conditions that should be maintained in situations of this sort Among other mechanisms, the strengthening narcissistic foundations, the observation of certain behaviors that could mask depression or again the detection of identity crises could enable the definition of relevant objectives",2021,"Brossard, F.",NPG Neurologie - Psychiatrie - Gériatrie,,#1233556,,,,,234784141.0
tl457avm,,WHO,Proton-Coupled Conformational Activation of SARS Coronavirus Main Proteases and Opportunity for Designing Small-Molecule Broad-Spectrum Targeted Covalent Inhibitors,,,,unk,"The SARS coronavirus 2 (SARS-CoV-2) main protease (Mpro) is an attractive broad-spectrum antiviral drug target. Despite the enormous progress in structure elucidation, the Mpro's structure-function relationship remains poorly understood. Recently, a peptidomimetic inhibitor has entered clinical trial; however, small-molecule orally available antiviral drugs have yet to be developed. Intrigued by a long-standing controversy regarding the existence of an inactive state, we explored the proton-coupled dynamics of the Mpros of SARS-CoV-2 and the closely related SARS-CoV using a newly developed continuous constant pH molecular dynamics (MD) method and microsecond fixed-charge all-atom MD simulations. Our data supports a general base mechanism for Mpro's proteolytic function. The simulations revealed that protonation of His172 alters a conserved interaction network that upholds the oxyanion loop, leading to a partial collapse of the conserved S1 pocket, consistent with the first and controversial crystal structure of SARS-CoV Mpro determined at pH 6. Interestingly, a natural flavonoid binds SARS-CoV-2 Mpro in the close proximity to a conserved cysteine (Cys44), which is hyper-reactive according to the CpHMD titration. This finding offers an exciting new opportunity for small-molecule targeted covalent inhibitor design. Our work represents a first step toward the mechanistic understanding of the proton-coupled structure-dynamics-function relationship of CoV Mpros; the proposed strategy of designing small-molecule covalent inhibitors may help accelerate the development of orally available broad-spectrum antiviral drugs to stop the current pandemic and prevent future outbreaks.",2020,"Verma, Neha; Henderson, Jack A; Shen, Jana",J Am Chem Soc,,#1065801,,,,,229281679.0
d5fk9l44,,WHO,"Compositional biases in RNA viruses: Causes, consequences and applications",,,,unk,"If each of the four nucleotides were represented equally in the genomes of viruses and the hosts they infect, each base would occur at a frequency of 25%. However, this is not observed in nature. Similarly, the order of nucleotides is not random (e.g., in the human genome, guanine follows cytosine at a frequency of ~0.0125, or a quarter the number of times predicted by random representation). Codon usage and codon order are also nonrandom. Furthermore, nucleotide and codon biases vary between species. Such biases have various drivers, including cellular proteins that recognize specific patterns in nucleic acids, that once triggered, induce mutations or invoke intrinsic or innate immune responses. In this review we examine the types of compositional biases identified in viral genomes and current understanding of the evolutionary mechanisms underpinning these trends. Finally, we consider the potential for large scale synonymous recoding strategies to engineer RNA virus vaccines, including those with pandemic potential, such as influenza A virus and Severe Acute Respiratory Syndrome Coronavirus Virus 2. This article is categorized under: RNA in Disease and Development > RNA in Disease RNA Evolution and Genomics > Computational Analyses of RNA RNA Interactions with Proteins and Other Molecules > Protein-RNA Recognition.",2021,"Gaunt, Eleanor R; Digard, Paul",Wiley Interdiscip Rev RNA,,#covidwho-1279257,,,,,235597373.0
q38vr503,362dd652d30be2406ccdc4ecfcf7cbeca54ed1ca,Elsevier; Medline; PMC,The current situation of COVID-19 in Sudan,10.1016/j.nmni.2020.100746,PMC7431359,32837731.0,els-covid,"Abstract The outbreak of Coronavirus Disease 2019 (COVID-19) caused by severe acute respiratory coronavirus syndrome (SARS-CoV-2). It is a global public health concern that causes rapid growth in the number of patients with significant mortality rates. The first case in Sudan was reported in the 13-March 2020, and up to 3 July 2020, there are 9894 confirmed cases, and 616 deaths. The case fatality rate was 6.23%; There is variation in case fatality rate (CFR) in some cities (like Khartoum) was low (3.8 %), while in others like North Darfur, it was very high (31.7%). The government of Sudan has implemented preventive measures during the current coronavirus disease pandemic, such as partial lock-down, contact monitoring, risk communication, social distance, quarantine, and isolation to prevent the spread of SARS-CoV-2 virus. However, there are new community cases every day; this could be as a result of the weak application of these measures by the government, and the lack of commitment of people to these measures. The number of COVID-19 cases is currently decreasing in Sudan, but we are expected to see an increase in numbers of cases as a result of the massive demonstrations that occurred in Sudan recently, and as a result of the expected reopening and restoring normal life. Therefore, the government must increase the testing facilities, maintain the social distancing, and necessary precautions to limit the spread of infection after life returns to normal.",2020-08-18,"Altayb, Hisham N.; Eldeen Altayeb, Nassma Mohy; Hamadalnil, Yassir; Elsayid, Mohieldin; Mahmoud, Neama Esmat",New Microbes New Infect,,,,document_parses/pdf_json/362dd652d30be2406ccdc4ecfcf7cbeca54ed1ca.json,,https://www.ncbi.nlm.nih.gov/pubmed/32837731/; https://api.elsevier.com/content/article/pii/S2052297520300986; https://www.sciencedirect.com/science/article/pii/S2052297520300986?v=s5; https://doi.org/10.1016/j.nmni.2020.100746,221152376.0
bi71ms27,8c7d7bddebe17951d118c1065df5344ea49b2656,Medline; PMC; WHO,Reinfections in COVID-19 Patients: Impact of Virus Genetic Variability and Host Immunity,10.3390/vaccines9101168,PMC8537829,34696276,cc-by,"The COVID-19 pandemic is still posing a devastating threat to social life and economics. Despite the modest decrease in the number of cases during September–November 2020, the number of active cases is on the rise again. This increase was associated with the emergence and spread of the new SARS-CoV-2 variants of concern (VOCs), such as the U.K. (B1.1.7), South Africa (B1.351), Brazil (P1), and Indian (B1.617.2) strains. The rapid spread of these new variants has raised concerns about the multiple waves of infections and the effectiveness of available vaccines. In this review, we discuss SARS-CoV-2 reinfection rates in previously infected and vaccinated individuals in relation to humoral responses. Overall, a limited number of reinfection cases have been reported worldwide, suggesting long protective immunity. Most reinfected patients were asymptomatic during the second episode of infection. Reinfection was attributed to several viral and/or host factors, including (i) underlying immunological comorbidities; (ii) low antibody titers due to the primary infection or vaccination; (iii) rapid decline in antibody response after infection or vaccination; and (iv) reinfection with a different SARS-CoV-2 variant/lineage. Infections after vaccination were also reported on several occasions, but mostly associated with mild or no symptoms. Overall, findings suggest that infection- and vaccine-induced immunity would protect from severe illness, with the vaccine being effective against most VOCs.",2021-10-12,"Fakhroo, Aisha; AlKhatib, Hebah A.; Al Thani, Asmaa A.; Yassine, Hadi M.",Vaccines (Basel),,,,document_parses/pdf_json/8c7d7bddebe17951d118c1065df5344ea49b2656.json,document_parses/pmc_json/PMC8537829.xml.json,https://doi.org/10.3390/vaccines9101168; https://www.ncbi.nlm.nih.gov/pubmed/34696276/,239616941.0
zn7q54er,b7fb83efe68fa51d4514b93467b1fd20236d4531,Medline; PMC,"What Is a Legitimate, Low-Quality, or Predatory Surgery Journal?",10.1007/s12262-021-02730-4,PMC7811488,33487958.0,no-cc,,2021-01-17,"Teixeira da Silva, Jaime A.",Indian J Surg,,,,document_parses/pdf_json/b7fb83efe68fa51d4514b93467b1fd20236d4531.json,document_parses/pmc_json/PMC7811488.xml.json,https://doi.org/10.1007/s12262-021-02730-4; https://www.ncbi.nlm.nih.gov/pubmed/33487958/,231639799.0
4cvkitke,18e2abe4064447ae6f9cb34684729c864a6659b9,Medline; PMC,Psychiatric Disorders and Hydroxychloroquine for Coronavirus Disease 2019 (COVID-19): A VigiBase Study,10.1007/s40264-020-01013-3,PMC7571787,33078372.0,no-cc,"INTRODUCTION: In the stressful context of the coronavirus disease 2019 (COVID-19) pandemic, some reports have raised concerns regarding psychiatric disorders with the use of hydroxychloroquine. In this study, we reviewed all psychiatric adverse effects with hydroxychloroquine in COVID-19 patients, as well as in other indications, reported in VigiBase, the World Health Organization’s (WHO) global database of individual case safety reports. METHODS: First, we analyzed all psychiatric adverse effects, including suicide, of hydroxychloroquine in COVID-19 patients reported to 16 June 2020. We also performed disproportionality analysis to investigate the risk of reporting psychiatric disorders with hydroxychloroquine compared with remdesivir, tocilizumab, or lopinavir/ritonavir prescribed in COVID-19 patients. We used reporting odds ratios (RORs) and their 95% confidence intervals (CIs) to calculate disproportionality. Second, we sought to examine the psychiatric safety profile of hydroxychloroquine in other indications (before 2020). RESULTS: Among the 1754 reports with hydroxychloroquine in COVID-19 patients, we found 56 psychiatric adverse effects. Half of these adverse effects were serious, including four completed suicides, three cases of intentional self-injury, and 12 cases of psychotic disorders with hallucinations. Compared with remdesivir, tocilizumab, or lopinavir/ritonavir, the use of hydroxychloroquine was associated with an increased risk of reporting psychiatric disorders (ROR 6.27, 95% CI 2.74–14.35). Before 2020, suicide was the main cause of death among all adverse drug reactions reported with hydroxychloroquine, followed by cardiac adverse effects (cardiomyopathy) and respiratory failure. CONCLUSIONS: This pharmacovigilance analysis suggests that COVID-19 patients exposed to hydroxychloroquine experienced serious psychiatric disorders, and, among these patients, some committed suicide. Further real-world studies are needed to quantify the psychiatric risk associated with hydroxychloroquine during the COVID-19 pandemic.",2020-10-19,"Garcia, Philippe; Revet, Alexis; Yrondi, Antoine; Rousseau, Vanessa; Degboe, Yannick; Montastruc, François",Drug Saf,,,,document_parses/pdf_json/18e2abe4064447ae6f9cb34684729c864a6659b9.json,document_parses/pmc_json/PMC7571787.xml.json,https://doi.org/10.1007/s40264-020-01013-3; https://www.ncbi.nlm.nih.gov/pubmed/33078372/,224782707.0
r8geogro,,WHO,A Potential Complication of COVID-19: A Case of Non-Traumatic Rhabdomyolisis,,,,unk,"Rhabdomyolysis can present as a clinical challenge due to broad etiological spectrum, non-specific symptomatology and numerous systemic complications including acute kidney injury. Emerging evidence suggests that rhabdomyolysis may be an associated early or late complication of coronavirus disease 2019 (COVID-19) infection. We present a case of a 55-year-old woman with recent COVID-19 pneumonia who was later found to have non-traumatic rhabdomyolysis incidentally captured on COVID-19 screening labs.",2020,"Sathappan, A.; Wachs, D.; Morgenstein, C.",J Med Cases,,#covidwho-1227207,,,,,221698674.0
bz2vab6e,fa9193899296e6ab3f62f7178f48d3f06fdf18b7,BioRxiv; WHO,Multifractal Analysis of SARS-CoV-2 Coronavirus genomes using the wavelet transform,10.1101/2020.08.15.252411,,,biorxiv,"In this paper, the 1D Wavelet Transform Modulus Maxima lines (WTMM) method is used to investigate the Long-Range Correlation (LRC) and to estimate the so-called Hurst exponent of 21 isolate RNA sequence downloaded from the NCBI database of patients infected by SARS-CoV-2, Coronavirus, the Knucleotidic, Purine, Pyramidine, Ameno, Keto and GC DNA coding are used. Obtained results show the LRC character in the most sequences; except some sequences where the anti-correlated or the Classical Brownian motion character is observed, demonstrating that the SARS-Cov2 coronavirus undergoes mutation from a country to another or in the same country, they reveals also the complexity and the heterogeneous genome structure organization far from the equilibrium and the self-organization.",2020-08-17,"Ouadfeul, Sid-Ali",bioRxiv,,,,document_parses/pdf_json/fa9193899296e6ab3f62f7178f48d3f06fdf18b7.json,,https://doi.org/10.1101/2020.08.15.252411,221191300.0
gf01u4m1,,WHO,SARS-CoV-2 Infection is Associated with Reduced Krüppel-Like Factor 2 in Human Lung Autopsy,,,,unk,,2021,"Wu, David; Lee, Tzu-Han; Huang, Ru-Ting; Guzy, Rob; Schoettler, Nathan; Adegunsoye, Ayodeji; Mueller, Jeffrey; Husain, Aliya; Sperling, Anne; Mutlu, Gökhan M; Fang, Yun",Am. j. respir. cell mol. biol,,#1221685,,,,,234359798.0
ituw6dt3,,WHO,Performing dermoscopy in the COVID-19 pandemic,,,,unk,,2020,"Goldust, Mohamad; Zalaudek, Iris; Gupta, Atula; Lallas, Aimilios; Rudnicka, Lidia; Navarini, Alexander A",Dermatol Ther,,#176037,,,,,218507003.0
ad0zfl1z,,WHO,HRCT Features Of COVID-19 In Relation To Duration Of Disease,,,,unk,"BACKGROUND: Despite the fact that much has been written on various aspects of COVID-19, literature lacks a detailed and accurate description of HRCT findings in relation to the duration of the disease. The aim of this study was to investigate the difference in HRCT scan findings depending on the time after onset of the disease. The objective of the study is to identify and compare findings of HRCT scan at different time points after onset of the disease. METHODS: A total of 224 patients, scanned over a period of 2 months, were placed in one of the four groups at the time of their scan depending on the days lapsed after their symptoms appeared. All scans were carried out on the same machine. Findings in each group were recorded and compared. A finding showing significant difference between groups indicates its importance in describing the course of the disease. Analysis was done on SPSS 23. RESULTS: Ground glass opacities in posterior segments of one or more lobes was the most common feature and had a significant association with first 5 days of the disease (p=.027). Interlobular thickening and subpleural reticulation, are found between 3-5 days or later in the course of the disease (p=.000). CONCLUSION: Ground glass opacities located in posterior segments are the predominant feature in patients who are scanned up to 5 days after their symptoms appear. This feature is the most common in scans done in asymptomatic cases too. Interlobular septal thickening and subpleural reticulation start appearing at 3 days of disease process.",2021,"Shah, S.; Malik, Z.; Shah, I.; Babar, S.; Ahmad, F.; Naveed, A.",J Ayub Med Coll Abbottabad,,#covidwho-1652290,,,,,246287503.0
